scope,monkey,space,feature_set,model,maze_a,maze_b,d,n_trials,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,6,6,6,427,nan,0.49374314422359705,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,2,6,607,0.5843565442070523,0.5534729459788084,0.014377160629486402,0.05489843803979033
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,3,6,658,0.5619788035141542,0.5145307488495329,0.01332961266587805,0.05119160283500869
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,4,6,641,0.5828683090202511,0.5301228347686839,0.01336017024757643,0.05008137051033863
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,5,6,702,0.602837539393037,0.5669123303307775,0.010418124909054369,0.0400093797598623
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,1,6,6,730,0.6085621149937008,0.5816812360392949,0.019456239513744093,0.08281988569810962
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,2,3,6,659,0.5997278076352854,0.5636212008895478,0.011039765839600297,0.04271200072063616
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,2,4,6,642,0.5807599852071006,0.5467241513547181,0.005764331540319961,0.02566175216297222
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,2,5,6,703,0.6548989661654135,0.6157581453634086,0.006858370866117157,0.045420091183258314
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,2,6,6,731,0.6338284235178109,0.6087529274004684,0.012492946159280231,0.048177669926941155
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,3,4,6,693,0.604957704808734,0.5631719309942496,0.0116134713541389,0.04108405266325698
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,3,5,6,754,0.5886362031840164,0.5355572028663207,0.014271716668768678,0.05524233949729145
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,3,6,6,782,0.5909052676716033,0.5403733878681928,0.007938141353358328,0.03931586049132566
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,4,5,6,737,0.620841119069864,0.5912673696074506,0.010028296789594882,0.029393491775110747
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,4,6,6,765,0.6226831963748736,0.591927303465765,0.009885460902552943,0.03812287214452799
all,Faure,deg,"Codebook occupancy (binary), K=6",Random forest,5,6,6,826,0.5740426886889355,0.5180574386786638,0.0066030798170402475,0.05221616480420277
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,1,12,303,nan,0.5194710700592541,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),2,2,12,304,nan,0.5098684210526315,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),3,3,12,355,nan,0.5099219196343554,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),4,4,12,338,nan,0.5011834319526627,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),5,5,12,399,nan,0.4897939698492462,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),6,6,12,427,nan,0.5031108771006099,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,2,12,607,0.6029303999478894,0.5848097967691506,0.011596152098114217,0.060028743227201115
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,3,12,658,0.5651582763910193,0.5213731232278158,0.017338181831830963,0.04061487163759963
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,4,12,641,0.593158650184545,0.5588054367566935,0.015348424480066491,0.057259429001597945
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,5,12,702,0.597440383136058,0.5675823221419887,0.017957848263034672,0.06453923105217653
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),1,6,12,730,0.6154941606572835,0.6048878892573097,0.02520465739051364,0.07405902119699072
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),2,3,12,659,0.6158867679762787,0.5845394736842104,0.01737558431010054,0.04806300418293255
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),2,4,12,642,0.5503761483961382,0.498871068203052,0.012780947693357771,0.024188416383505267
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),2,5,12,703,0.6552318295739348,0.6213189223057645,0.013226288444016781,0.0417688600236951
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),2,6,12,731,0.6274979200049303,0.59570288425983,0.008301754037714616,0.03392217418463745
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),3,4,12,693,0.6126729310775898,0.5915617968164013,0.011894821794975982,0.01840674160841971
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),3,5,12,754,0.5731600127078259,0.5511242895972325,0.01914035665653194,0.04217893815030253
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),3,6,12,782,0.5910776132203055,0.5681004057129664,0.01562214265123887,0.043212989555475555
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),4,5,12,737,0.6272393261259658,0.6031869614865566,0.008830511204014178,0.01616751193142033
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),4,6,12,765,0.6270431176641769,0.615408866039383,0.012628849917196755,0.05323264918124388
all,Faure,deg,"Codebook occupancy (binary), K=12",Logistic (L2),5,6,12,826,0.5555178930933893,0.4890094087678212,0.011806820375658101,0.013141669414078086
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,1,12,303,nan,0.4984140815615197,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,2,2,12,304,nan,0.5177631578947368,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,3,3,12,355,nan,0.4924554053196218,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,4,4,12,338,nan,0.5189349112426036,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,5,5,12,399,nan,0.5242587939698492,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,6,6,12,427,nan,0.49880654644377154,nan,nan
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,2,12,607,0.6659515046899427,0.5716301893347229,0.009610001326921256,0.019978685004759297
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,3,12,658,0.6547831543717753,0.519922837354158,0.010329772997758979,0.0537383305288368
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,4,12,641,0.6686048782393033,0.5590886011678091,0.0071923712334883575,0.04623509369973768
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,5,12,702,0.6879358048586813,0.574096131417653,0.005432169473577135,0.03263730788087023
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,1,6,12,730,0.6866850619488178,0.5937077314288806,0.014508410800212807,0.07401393211541055
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,2,3,12,659,0.6779501019273535,0.5946349147516679,0.010132605843464055,0.04406365850571322
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,2,4,12,642,0.6677996535347244,0.5322329492369978,0.006820858961492108,0.012108938017846457
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,2,5,12,703,0.7104675751879699,0.6459899749373433,0.014164127061481558,0.07492442308457332
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,2,6,12,731,0.6859477073832121,0.6029250893627511,0.011463383843568153,0.027139887609530768
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,3,4,12,693,0.6896543461955162,0.6022626885573799,0.009890136672095302,0.04372273062083337
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,3,5,12,754,0.6627528327861909,0.5407780013413817,0.015636231571635982,0.06384889397435108
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,3,6,12,782,0.6675099779001881,0.5765346175413135,0.00799292838650937,0.036233551228805075
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,4,5,12,737,0.6915217036674527,0.6235855911969272,0.00725850422023002,0.02406708926343669
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,4,6,12,765,0.7073214458933248,0.6313727256350208,0.009944746101291512,0.04981557392825528
all,Faure,deg,"Codebook occupancy (binary), K=12",Random forest,5,6,12,826,0.6592043633674348,0.5174616870043962,0.004303265307588268,0.03196985350025268
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,1,36,303,nan,0.5088271174625305,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),2,2,36,304,nan,0.5078947368421053,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),3,3,36,355,nan,0.47935631308322224,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),4,4,36,338,nan,0.5136094674556213,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),5,5,36,399,nan,0.5017060301507538,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),6,6,36,427,nan,0.5017375279715678,nan,nan
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,2,36,607,0.6099408871808234,0.5699908806670141,0.021536342618941624,0.03648812226028355
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,3,36,658,0.5606098638032817,0.48225259145632876,0.014932568411583514,0.04632374250161523
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,4,36,641,0.5947807428671861,0.5316655925947624,0.011149936647535833,0.054047745583181935
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,5,36,702,0.6358532469788332,0.5861683912752178,0.008096063860031305,0.026210193374400736
