scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Faure,across-maze,"Gaze heatmap, 5x5",Random forest,pooled,25,1295,1,0.9181553249701662,0.5502008324358937,0.007328602045681104,0.024127280840965746
all,Faure,across-maze,"Gaze heatmap, 10x10",Logistic (L2),pooled,100,1295,1,0.6486911934491758,0.5974849860775582,0.004797466715123271,0.02155737251350213
all,Faure,across-maze,"Gaze heatmap, 10x10",Random forest,pooled,100,1295,1,0.9385845072813885,0.601164488556432,0.005390750945323394,0.005210403629493961
all,Faure,across-maze,Maze identity (reference),Logistic (L2),pooled,6,1295,1,0.8406935510473363,0.8406935510473363,0.008410013425971415,0.03365364100104694
all,Faure,across-maze,Maze identity (reference),Random forest,pooled,6,1295,1,0.8406935510473363,0.8406935510473363,0.008410013425971415,0.03365364100104694
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),pooled,6,1746,6,0.645968584185073,0.5157390611229392,0.04872578281473825,0.14861834631199847
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),1,6,233,1,0.6796116504854368,0.5383854728514923,0.049362396002362446,0.1735199197859043
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),2,6,265,1,0.5813977460142936,0.538574308227964,0.010987172449963242,0.08411507514914585
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),3,6,291,1,0.6349254742547426,0.5929539295392954,0.030278749345380683,0.09630764512461211
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),4,6,300,1,0.6145156926406927,0.5641233766233766,0.02386071869836276,0.0866517658006977
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),5,6,328,1,0.6780032467532469,0.6155844155844157,0.033089128229616765,0.05918088242275292
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Logistic (L2),6,6,329,1,0.6806630546955624,0.2693498452012384,0.03768499336182489,0.04856857979617232
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,pooled,6,1746,6,0.9552019096048878,0.5283147748343365,0.04035561763361324,0.05150999009235678
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,1,6,233,1,0.9638843941028407,0.5094390507011867,0.01665076130659739,0.04037129164275862
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,2,6,265,1,0.9258750229063588,0.5027487630566245,0.01801256180718596,0.03255873800422351
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,3,6,291,1,0.9486111111111111,0.551219512195122,0.021715837512482468,0.032182615075182615
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,4,6,300,1,0.891504329004329,0.579004329004329,0.016662106879586146,0.06969051504804946
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,5,6,328,1,0.992288961038961,0.5256493506493507,0.0026311769958414395,0.06663045122719881
all,Nielsen,per-maze,"Codebook occupancy (ms), K=6",Random forest,6,6,329,1,0.9996130030959752,0.4984520123839009,0.0008633467094593765,0.003440104580768895
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),pooled,12,1746,6,0.7091856583376935,0.5143240018287077,0.11191076089169526,0.10450252248321186
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),1,12,233,1,0.6903766630708379,0.4949658396260338,0.04891051076083496,0.18028323455278628
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),2,12,265,1,0.6084959684808502,0.49935862195345426,0.011349799527481717,0.05197498393651113
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),3,12,291,1,0.645630081300813,0.5594850948509485,0.04347033689119212,0.07272861551372911
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),4,12,300,1,0.6139745670995671,0.5451839826839826,0.030171996133802684,0.054205484562492245
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),5,12,328,1,0.7391233766233767,0.5762987012987013,0.03009156286182769,0.11342470220812856
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Logistic (L2),6,12,329,1,0.916795665634675,0.4102167182662539,0.020314691349241614,0.01939179131381957
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,pooled,12,1746,6,0.9608303151727947,0.5213696816733803,0.032803024438815304,0.04562059176473963
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,1,12,233,1,0.9721548004314995,0.4893923049262855,0.016924851130604428,0.04961806505299693
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,2,12,265,1,0.9408214220267547,0.560656038116181,0.011205115476467083,0.03677006016714429
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,3,12,291,1,0.9551829268292682,0.5401084010840108,0.01193701585254149,0.03064760869928313
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,4,12,300,1,0.907332251082251,0.5340909090909092,0.016390936336368733,0.04729523076266827
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,5,12,328,1,0.9836038961038962,0.5055194805194805,0.012188591494832543,0.0589290049092906
all,Nielsen,per-maze,"Codebook occupancy (ms), K=12",Random forest,6,12,329,1,1.0,0.5,0.0,0.0
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,1746,6,0.6326394059158021,0.4950603691389904,0.05664252020145584,0.12189205140034638
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),1,6,233,1,0.6332928802588997,0.5498921251348436,0.035228661295617136,0.06322031902304494
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),2,6,265,1,0.5702881619937694,0.45963899578523,0.017835312558014398,0.08521139830548356
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),3,6,291,1,0.5922764227642277,0.578319783197832,0.030391501844572826,0.09621535908556807
