scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
allplus,Faure,per-maze,"Codebook occupancy (ms), K=12",Random forest,4,12,813,1,0.9719835910442765,0.5444181225940183,0.004568411948641477,0.013161316013672035
allplus,Faure,per-maze,"Codebook occupancy (ms), K=12",Random forest,5,12,930,1,0.9776293700736561,0.5116816743733268,0.003965109223115504,0.023521258089666066
allplus,Faure,per-maze,"Codebook occupancy (ms), K=12",Random forest,6,12,900,1,0.9680045930668744,0.5303360040318194,0.00280647182987006,0.031273713194379625
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),pooled,6,4738,6,0.5545813210837963,0.5292648858758136,0.016368572530839738,0.04207892351781836
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),1,6,676,1,0.5533932478439606,0.5293260598687244,0.01459693851615057,0.03208567445199119
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),2,6,683,1,0.5512309353786475,0.5106894119721415,0.016025220231916538,0.054212511810128934
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),3,6,736,1,0.5431283969788947,0.5273248472584959,0.010079654641771393,0.029589605442603292
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),4,6,813,1,0.5739835331075949,0.5618055644964015,0.014350444046867368,0.033309302917861966
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),5,6,930,1,0.5420555177534631,0.5000471836337358,0.008930394099329797,0.018934946440408336
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),6,6,900,1,0.5627988786502569,0.545698724593525,0.012394994039023551,0.05822551132480989
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,4738,6,0.5791631573886281,0.5300178893027973,0.013750695761883864,0.042579338444544215
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,1,6,676,1,0.575404962569783,0.5063332123269527,0.003009717524586136,0.02250741872588538
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,2,6,683,1,0.5735585823856122,0.5343603984836462,0.008150900538166502,0.02367585588140405
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,3,6,736,1,0.5603289726516238,0.4832592174301781,0.005941409185922473,0.04356905080756507
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,4,6,813,1,0.59446817344955,0.5741557338002601,0.00979671445691562,0.030539573093354568
allplus,Faure,per-maze,"Codebook occupancy (binary), K=6",Random forest,5,6,930,1,0.5790301031583234,0.5189454706194963,0.011872316607001918,0.03775791794782673
